pmcid,outcome,intervention,comparator,outcome_type,intervention_events,intervention_group_size,comparator_events,comparator_group_size,intervention_mean,intervention_standard_deviation,comparator_mean,comparator_standard_deviation,intervention_rate,comparator_rate,source_file
5884950,chemokines CXCL9,extensively hydrolyzed whey-based formula with short-chain galacto-oligosaccharides/long-chain fructo-oligosaccharides (9:1) and Bifidobacterium breve M-16V (active).,extensively hydrolyzed whey-based formula without (control) short-chain galacto-oligosaccharides/long-chain fructo-oligosaccharides (9:1) and Bifidobacterium breve M-16V (active).,continuous,,21.0,,20.0,2.33,,1.95,,,,5884950_zeroshot.jsonl
5971365,clinically meaningful improvement at week 144 (⩾3-point increase on the SDMT),daclizumab beta,intramuscular (IM) interferon (IFN) beta-1a,binary,188.0,287.0,144.0,277.0,,,,,,,5971365_zeroshot.jsonl
5971365,Symbol Digit Modalities Test (SDMT) score at week 144 in limited patients,daclizumab beta,intramuscular (IM) interferon (IFN) beta-1a,continuous,,287.0,,277.0,6.3,12.6,3.1,13.2,,,5971365_zeroshot.jsonl
5971365,Symbol Digit Modalities Test (SDMT) score at week 96,daclizumab beta,intramuscular (IM) interferon (IFN) beta-1a,continuous,,720.0,,682.0,4.1,12.4,2.9,12.7,,,5971365_zeroshot.jsonl
5971365,clinically meaningful worsening at week 96 (⩾3-point decrease on the SDMT),daclizumab beta,intramuscular (IM) interferon (IFN) beta-1a,binary,140.0,720.0,169.0,682.0,,,,,,,5971365_zeroshot.jsonl
5971365,clinically meaningful improvement at week 96 (⩾3-point increase on the SDMT),daclizumab beta,intramuscular (IM) interferon (IFN) beta-1a,binary,432.0,720.0,369.0,682.0,,,,,,,5971365_zeroshot.jsonl
5976307,induction time,etomidate,propofol based on midazolam,continuous,,62.0,,62.0,2.46,0.993,2.21,1.0,,,5976307_zeroshot.jsonl
5976307,total procedure time,etomidate,propofol based on midazolam,continuous,,62.0,,62.0,29.73,12.23,29.46,16.04,,,5976307_zeroshot.jsonl
5976307,awake time,etomidate,propofol based on midazolam,continuous,,62.0,,62.0,15.08,10.06,17.07,11.83,,,5976307_zeroshot.jsonl
5976307,The incidence rate of all cardiopulmonary adverse events,etomidate,propofol based on midazolam,binary,34.0,62.0,45.0,62.0,,,,,,,5976307_zeroshot.jsonl
5976307,The incidence rate of vital sign fluctuation (VSF),etomidate,propofol based on midazolam,binary,17.0,62.0,31.0,62.0,,,,,,,5976307_zeroshot.jsonl
5976307,the incidence rate of adverse events disturbing the procedure,etomidate,propofol based on midazolam,binary,16.0,62.0,5.0,62.0,,,,,,,5976307_zeroshot.jsonl
5976307,The incidence rate of myoclonus,etomidate,propofol based on midazolam,binary,10.0,62.0,1.0,62.0,,,,,,,5976307_zeroshot.jsonl
5976949,ANGPTL4 expression,"GDM1 (tight glycaemic targets, fasting blood glucose < 5.1 mmol/L and <7.0 mmol/L postprandial)",control group- normal glucose tolerance,continuous,,20.0,,25.0,23.1,25.6,98.3,104.6,,,5976949_zeroshot.jsonl
5976949,ANGPTL4 expression,"GDM1 (tight glycaemic targets, fasting blood glucose < 5.1 mmol/L and <7.0 mmol/L postprandial)","GDM2 (less tight glycaemic targets, <5.3_mmol/L and <_7.8_mmol/L)",continuous,,20.0,,21.0,23.1,25.6,21.5,25.8,,,5976949_zeroshot.jsonl
5976949,leptin/adiponectin ratio (LAR),"GDM2 (less tight glycaemic targets, <5.3 mmol/L and < 7.8 mmol/L)","GDM1 (tight glycaemic targets, fasting blood glucose_<_5.1_mmol/L and <7.0_mmol/L postprandial) postprandial,), control group- normal glucose tolerance)",continuous,,21.0,,20.0,1.7,1.66,0.97,1.31,,,5976949_zeroshot.jsonl
5976949,leptin/adiponectin ratio (LAR),"GDM1 (tight glycaemic targets, fasting blood glucose < 5.1 mmol/L and <7.0 mmol/L postprandial)",control group- normal glucose tolerance,continuous,,20.0,,25.0,0.97,1.31,0.72,0.46,,,5976949_zeroshot.jsonl
