pmcid,filename,gold_fields,pred_fields,tp,fp,fn,tn,precision,recall,f1,per_field_metrics
5360580,5360580_zeroshot.jsonl,22,14,6,0,16,10,1.0,0.2727272727272727,0.42857142857142855,"{'intervention_group_size': {'tp': 2, 'tn': 0, 'fp': 0, 'fn': 2, 'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666}, 'comparator_group_size': {'tp': 2, 'tn': 0, 'fp': 0, 'fn': 2, 'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666}, 'intervention_events': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 1, 'tn': 1, 'fp': 0, 'fn': 2, 'precision': 1.0, 'recall': 0.3333333333333333, 'f1': 0.5}, 'comparator_mean': {'tp': 1, 'tn': 1, 'fp': 0, 'fn': 2, 'precision': 1.0, 'recall': 0.3333333333333333, 'f1': 0.5}, 'intervention_standard_deviation': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 3, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 3, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5380284,5380284_zeroshot.jsonl,16,16,14,0,2,24,1.0,0.875,0.9333333333333333,"{'intervention_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 4, 'fp': 0, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 4, 'fp': 0, 'fn': 1, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 1, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_mean': {'tp': 1, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 1, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_standard_deviation': {'tp': 1, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}"
5380326,5380326_zeroshot.jsonl,31,32,21,1,10,16,0.9545454545454546,0.6774193548387096,0.7924528301886793,"{'intervention_group_size': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 4, 'tn': 1, 'fp': 1, 'fn': 0, 'precision': 0.8, 'recall': 1.0, 'f1': 0.888888888888889}, 'comparator_mean': {'tp': 5, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 5, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 5, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5419060,5419060_zeroshot.jsonl,88,80,64,0,24,72,1.0,0.7272727272727273,0.8421052631578948,"{'intervention_group_size': {'tp': 16, 'tn': 0, 'fp': 0, 'fn': 4, 'precision': 1.0, 'recall': 0.8, 'f1': 0.888888888888889}, 'comparator_group_size': {'tp': 16, 'tn': 0, 'fp': 0, 'fn': 4, 'precision': 1.0, 'recall': 0.8, 'f1': 0.888888888888889}, 'intervention_events': {'tp': 12, 'tn': 4, 'fp': 0, 'fn': 4, 'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571}, 'comparator_events': {'tp': 12, 'tn': 4, 'fp': 0, 'fn': 4, 'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571}, 'intervention_mean': {'tp': 4, 'tn': 16, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_mean': {'tp': 4, 'tn': 16, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 16, 'fp': 0, 'fn': 4, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 16, 'fp': 0, 'fn': 4, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5459456,5459456_zeroshot.jsonl,98,92,52,0,46,38,1.0,0.5306122448979592,0.6933333333333334,"{'intervention_group_size': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 16, 'precision': 1.0, 'recall': 0.058823529411764705, 'f1': 0.1111111111111111}, 'comparator_group_size': {'tp': 16, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.9411764705882353, 'f1': 0.9696969696969697}, 'intervention_events': {'tp': 0, 'tn': 17, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 17, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 9, 'tn': 1, 'fp': 0, 'fn': 7, 'precision': 1.0, 'recall': 0.5625, 'f1': 0.72}, 'comparator_mean': {'tp': 12, 'tn': 1, 'fp': 0, 'fn': 4, 'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571}, 'intervention_standard_deviation': {'tp': 2, 'tn': 1, 'fp': 0, 'fn': 14, 'precision': 1.0, 'recall': 0.125, 'f1': 0.2222222222222222}, 'comparator_standard_deviation': {'tp': 12, 'tn': 1, 'fp': 0, 'fn': 4, 'precision': 1.0, 'recall': 0.75, 'f1': 0.8571428571428571}}"
547916,547916_zeroshot.jsonl,6,6,6,0,0,2,1.0,1.0,1.0,"{'intervention_group_size': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_mean': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_standard_deviation': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}"
5498715,5498715_zeroshot.jsonl,90,90,24,0,66,30,1.0,0.26666666666666666,0.4210526315789474,"{'intervention_group_size': {'tp': 0, 'tn': 0, 'fp': 0, 'fn': 15, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_group_size': {'tp': 0, 'tn': 0, 'fp': 0, 'fn': 15, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_events': {'tp': 0, 'tn': 15, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 15, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 10, 'precision': 1.0, 'recall': 0.3333333333333333, 'f1': 0.5}, 'comparator_mean': {'tp': 8, 'tn': 0, 'fp': 0, 'fn': 7, 'precision': 1.0, 'recall': 0.5333333333333333, 'f1': 0.6956521739130436}, 'intervention_standard_deviation': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 10, 'precision': 1.0, 'recall': 0.3333333333333333, 'f1': 0.5}, 'comparator_standard_deviation': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 9, 'precision': 1.0, 'recall': 0.4, 'f1': 0.5714285714285715}}"
5515881,5515881_zeroshot.jsonl,30,30,30,0,0,10,1.0,1.0,1.0,"{'intervention_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 5, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 5, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_mean': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_standard_deviation': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}"
5534041,5534041_zeroshot.jsonl,30,30,18,0,12,10,1.0,0.6,0.7499999999999999,"{'intervention_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 5, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 5, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 2, 'tn': 0, 'fp': 0, 'fn': 3, 'precision': 1.0, 'recall': 0.4, 'f1': 0.5714285714285715}, 'comparator_mean': {'tp': 2, 'tn': 0, 'fp': 0, 'fn': 3, 'precision': 1.0, 'recall': 0.4, 'f1': 0.5714285714285715}, 'intervention_standard_deviation': {'tp': 2, 'tn': 0, 'fp': 0, 'fn': 3, 'precision': 1.0, 'recall': 0.4, 'f1': 0.5714285714285715}, 'comparator_standard_deviation': {'tp': 2, 'tn': 0, 'fp': 0, 'fn': 3, 'precision': 1.0, 'recall': 0.4, 'f1': 0.5714285714285715}}"
5539943,5539943_zeroshot.jsonl,0,0,0,0,0,48,0.0,0.0,0.0,"{'intervention_group_size': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_group_size': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_events': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5541727,5541727_zeroshot.jsonl,40,22,4,0,36,16,1.0,0.1,0.18181818181818182,"{'intervention_group_size': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 6, 'precision': 1.0, 'recall': 0.14285714285714285, 'f1': 0.25}, 'comparator_group_size': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 6, 'precision': 1.0, 'recall': 0.14285714285714285, 'f1': 0.25}, 'intervention_events': {'tp': 1, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_events': {'tp': 1, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_mean': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 6, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 6, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 6, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 6, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5559992,5559992_zeroshot.jsonl,36,27,25,0,11,12,1.0,0.6944444444444444,0.819672131147541,"{'intervention_group_size': {'tp': 6, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 3, 'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666}, 'intervention_events': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 6, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.8333333333333334, 'f1': 0.9090909090909091}, 'comparator_mean': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 3, 'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666}, 'intervention_standard_deviation': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.8333333333333334, 'f1': 0.9090909090909091}, 'comparator_standard_deviation': {'tp': 3, 'tn': 0, 'fp': 0, 'fn': 3, 'precision': 1.0, 'recall': 0.5, 'f1': 0.6666666666666666}}"
5571493,5571493_zeroshot.jsonl,24,22,8,2,16,22,0.8,0.3333333333333333,0.47058823529411764,"{'intervention_group_size': {'tp': 4, 'tn': 0, 'fp': 0, 'fn': 2, 'precision': 1.0, 'recall': 0.6666666666666666, 'f1': 0.8}, 'comparator_group_size': {'tp': 4, 'tn': 0, 'fp': 0, 'fn': 2, 'precision': 1.0, 'recall': 0.6666666666666666, 'f1': 0.8}, 'intervention_events': {'tp': 0, 'tn': 5, 'fp': 1, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 5, 'fp': 1, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 3, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 3, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 3, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 3, 'fp': 0, 'fn': 3, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5614421,5614421_zeroshot.jsonl,18,18,16,2,2,20,0.8888888888888888,0.8888888888888888,0.8888888888888888,"{'intervention_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 3, 'tn': 0, 'fp': 1, 'fn': 1, 'precision': 0.75, 'recall': 0.75, 'f1': 0.75}, 'comparator_events': {'tp': 3, 'tn': 0, 'fp': 1, 'fn': 1, 'precision': 0.75, 'recall': 0.75, 'f1': 0.75}, 'intervention_mean': {'tp': 0, 'tn': 5, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 5, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 5, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 5, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5617873,5617873_zeroshot.jsonl,34,24,11,0,23,14,1.0,0.3235294117647059,0.48888888888888893,"{'intervention_group_size': {'tp': 2, 'tn': 0, 'fp': 0, 'fn': 4, 'precision': 1.0, 'recall': 0.3333333333333333, 'f1': 0.5}, 'comparator_group_size': {'tp': 2, 'tn': 0, 'fp': 0, 'fn': 4, 'precision': 1.0, 'recall': 0.3333333333333333, 'f1': 0.5}, 'intervention_events': {'tp': 1, 'tn': 5, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_events': {'tp': 1, 'tn': 5, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_mean': {'tp': 2, 'tn': 1, 'fp': 0, 'fn': 3, 'precision': 1.0, 'recall': 0.4, 'f1': 0.5714285714285715}, 'comparator_mean': {'tp': 3, 'tn': 1, 'fp': 0, 'fn': 2, 'precision': 1.0, 'recall': 0.6, 'f1': 0.7499999999999999}, 'intervention_standard_deviation': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 5, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 1, 'fp': 0, 'fn': 5, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5655920,5655920_zeroshot.jsonl,16,0,0,0,16,48,0.0,0.0,0.0,"{'intervention_group_size': {'tp': 0, 'tn': 0, 'fp': 0, 'fn': 8, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_group_size': {'tp': 0, 'tn': 0, 'fp': 0, 'fn': 8, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_events': {'tp': 0, 'tn': 8, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 8, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 0, 'tn': 8, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 8, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 8, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 8, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5686687,5686687_zeroshot.jsonl,22,16,11,0,11,18,1.0,0.5,0.6666666666666666,"{'intervention_group_size': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 4, 'precision': 1.0, 'recall': 0.2, 'f1': 0.33333333333333337}, 'comparator_group_size': {'tp': 1, 'tn': 0, 'fp': 0, 'fn': 4, 'precision': 1.0, 'recall': 0.2, 'f1': 0.33333333333333337}, 'intervention_events': {'tp': 0, 'tn': 5, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 5, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 2, 'tn': 2, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.6666666666666666, 'f1': 0.8}, 'comparator_mean': {'tp': 3, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 2, 'tn': 2, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.6666666666666666, 'f1': 0.8}, 'comparator_standard_deviation': {'tp': 2, 'tn': 2, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.6666666666666666, 'f1': 0.8}}"
5711682,5711682_zeroshot.jsonl,22,22,22,0,0,18,1.0,1.0,1.0,"{'intervention_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 5, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 4, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_events': {'tp': 4, 'tn': 1, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_mean': {'tp': 1, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_mean': {'tp': 1, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_standard_deviation': {'tp': 1, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_standard_deviation': {'tp': 1, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}"
5712123,5712123_zeroshot.jsonl,44,44,42,0,2,20,1.0,0.9545454545454546,0.9767441860465117,"{'intervention_group_size': {'tp': 8, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 8, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 0, 'tn': 8, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_events': {'tp': 0, 'tn': 8, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_mean': {'tp': 7, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.875, 'f1': 0.9333333333333333}, 'comparator_mean': {'tp': 7, 'tn': 0, 'fp': 0, 'fn': 1, 'precision': 1.0, 'recall': 0.875, 'f1': 0.9333333333333333}, 'intervention_standard_deviation': {'tp': 6, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_standard_deviation': {'tp': 6, 'tn': 2, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}}"
5726464,5726464_zeroshot.jsonl,20,36,20,16,0,36,0.5555555555555556,1.0,0.7142857142857143,"{'intervention_group_size': {'tp': 9, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 9, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 1, 'tn': 8, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_events': {'tp': 1, 'tn': 8, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_mean': {'tp': 0, 'tn': 1, 'fp': 8, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 1, 'fp': 8, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 9, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 9, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
5771543,5771543_zeroshot.jsonl,16,16,16,0,0,16,1.0,1.0,1.0,"{'intervention_group_size': {'tp': 4, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_group_size': {'tp': 4, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_events': {'tp': 4, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'comparator_events': {'tp': 4, 'tn': 0, 'fp': 0, 'fn': 0, 'precision': 1.0, 'recall': 1.0, 'f1': 1.0}, 'intervention_mean': {'tp': 0, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_mean': {'tp': 0, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'intervention_standard_deviation': {'tp': 0, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}, 'comparator_standard_deviation': {'tp': 0, 'tn': 4, 'fp': 0, 'fn': 0, 'precision': 0.0, 'recall': 0.0, 'f1': 0.0}}"
